"Indikator","Ausprägung","Jahr","Räumliche Gliederung","Indikatorwert","Basiswert 1","Basiswert 2","Basiswert 3","Basiswert 4","Basiswert 5","Name Basiswert 1","Name Basiswert 2","Name Basiswert 3","Name Basiswert 4","Name Basiswert 5"
"Religionszugehörigkeit","evangelisch","2001","17 Obergiesing - Fasangarten","13.1","5784","44143","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2001","18 Untergiesing - Harlaching","16.8","7808","46580","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2001","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","17.4","13450","77518","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2001","20 Hadern","15.8","6598","41858","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2001","21 Pasing - Obermenzing","17.3","10485","60445","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2001","22 Aubing - Lochhausen - Langwied","14.1","5327","37693","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2001","23 Allach - Untermenzing","15.7","4214","26794","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2001","24 Feldmoching - Hasenbergl","13.7","7250","52896","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2001","25 Laim","14.7","7182","48739","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2000","Stadt München","15.3","190620","1247934","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2000","01 Altstadt - Lehel","16.2","2982","18374","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2000","02 Ludwigsvorstadt - Isarvorstadt","13.6","6047","44451","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2000","03 Maxvorstadt","16.9","7052","41726","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2000","04 Schwabing - West","17.7","9528","53789","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2000","05 Au - Haidhausen","14.2","7393","52028","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2000","06 Sendling","14","4835","34462","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2000","07 Sendling - Westpark","14.5","7024","48388","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2000","08 Schwanthalerhöhe","10.5","2609","24883","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2000","09 Neuhausen - Nymphenburg","15.6","12821","81968","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2000","10 Moosach","14.2","6447","45507","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2000","11 Milbertshofen - Am Hart","12.9","7772","60225","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2000","12 Schwabing - Freimann","16.5","9539","57653","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2000","13 Bogenhausen","18.5","13129","70984","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2000","14 Berg am Laim","12.4","4581","37026","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2000","15 Trudering - Riem","15.9","6828","43003","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2000","16 Ramersdorf - Perlach","13.4","13391","99995","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2000","17 Obergiesing - Fasangarten","13.1","5778","43974","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2000","18 Untergiesing - Harlaching","16.9","7796","46153","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2000","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","17.7","13588","76762","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2000","20 Hadern","16.2","6741","41689","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2000","21 Pasing - Obermenzing","17.6","10531","59758","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2000","22 Aubing - Lochhausen - Langwied","14.4","5384","37423","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2000","23 Allach - Untermenzing","15.8","4226","26682","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2000","24 Feldmoching - Hasenbergl","14.1","7385","52413","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","evangelisch","2000","25 Laim","14.9","7211","48534","","","","Bevölkerung mit evangelischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2017","Stadt München","31.8","484673","1526056","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2017","01 Altstadt - Lehel","31.2","6536","20926","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2017","02 Ludwigsvorstadt - Isarvorstadt","28.8","14869","51632","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2017","03 Maxvorstadt","31.9","16347","51311","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2017","04 Schwabing - West","30.5","20849","68265","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2017","05 Au - Haidhausen","31.1","18970","60937","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2017","06 Sendling","30.7","12470","40682","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2017","07 Sendling - Westpark","32.5","19277","59386","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2017","08 Schwanthalerhöhe","29.1","8582","29535","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2017","09 Neuhausen - Nymphenburg","32.2","31678","98520","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2017","10 Moosach","31.7","16994","53662","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2017","11 Milbertshofen - Am Hart","27.5","20580","74731","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2017","12 Schwabing - Freimann","29.5","22542","76341","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2017","13 Bogenhausen","31.4","27014","85971","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2017","14 Berg am Laim","31.9","14542","45582","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2017","15 Trudering - Riem","32.9","23660","72006","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2017","16 Ramersdorf - Perlach","30.3","34710","114478","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2017","17 Obergiesing - Fasangarten","30.7","16576","53937","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2017","18 Untergiesing - Harlaching","32.7","17199","52600","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2017","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","31.9","30488","95554","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2017","20 Hadern","34.3","17003","49626","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2017","21 Pasing - Obermenzing","34.6","25601","74098","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2017","22 Aubing - Lochhausen - Langwied","35.2","16309","46385","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2017","23 Allach - Untermenzing","38.3","12506","32677","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2017","24 Feldmoching - Hasenbergl","33.9","20657","60933","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2017","25 Laim","33.3","18714","56281","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2016","Stadt München","32.4","499135","1542860","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2016","01 Altstadt - Lehel","31.8","6821","21454","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2016","02 Ludwigsvorstadt - Isarvorstadt","28.5","15642","54915","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2016","03 Maxvorstadt","32.3","17265","53443","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2016","04 Schwabing - West","31.2","21658","69407","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2016","05 Au - Haidhausen","31.7","19656","61999","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2016","06 Sendling","31.3","12910","41230","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2016","07 Sendling - Westpark","33.1","19588","59174","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2016","08 Schwanthalerhöhe","29.5","8934","30282","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2016","09 Neuhausen - Nymphenburg","32.7","32551","99538","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2016","10 Moosach","32.4","17465","53859","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2016","11 Milbertshofen - Am Hart","28.2","21521","76255","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2016","12 Schwabing - Freimann","30.3","23352","77188","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2016","13 Bogenhausen","32","27885","87164","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2016","14 Berg am Laim","32.7","14934","45655","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2016","15 Trudering - Riem","33.7","24044","71448","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2016","16 Ramersdorf - Perlach","30.9","35207","113898","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2016","17 Obergiesing - Fasangarten","31.3","17128","54784","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2016","18 Untergiesing - Harlaching","33","17820","54050","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2016","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","32.5","31288","96200","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
"Religionszugehörigkeit","römisch-katholisch","2016","20 Hadern","34.6","17521","50567","","","","Bevölkerung mit römisch-katholischer Konfession","Hauptwohnsitzbevölkerung","","",""
